Scenario ID,Module / Pillar,Scenario Category,Sub-Category / Clinical Phenotype,Surgeon / Actor Role,Pre-Conditions & Clinical Parameters,Execution Action / Trigger,Expected Clinical & System Outcome,Compliance & Clinical Standard,Priority / Risk Level
"SCN-1712","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Moderate (Score 8-19) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Moderate (Score 8-19)), Continence (1 Security Pad/day), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Mixed/Mostly Dissatisfied (3-4); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1713","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1714","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1715","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1716","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1717","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1718","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1719","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1720","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Severe (Score 20-35) | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Severe (Score 20-35)), Continence (2-3 Pads/day (Moderate Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Unhappy/Terrible (5-6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","High"
"SCN-1721","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1722","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1723","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1724","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1725","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1726","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1727","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1728","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (12M)","IPSS: Refractory Incontinence | SHIM: Severe ED (Score 1-7)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 12M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Refractory Incontinence), Continence (>3 Pads/day (Severe Incontinence)), and SHIM (Severe ED (Score 1-7))","Instant score derivation; IPSS Bother: Terrible (6); Rehab pathway triggered: Intracavernosal Alprostadil Injections / Andrology Referral; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1729","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (18M)","IPSS: Mild (Score 0-7) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 18M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1730","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (18M)","IPSS: Mild (Score 0-7) | SHIM: No ED (Score 22-25)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 18M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (No ED (Score 22-25))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Spontaneous erections sufficient for intercourse; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1731","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (18M)","IPSS: Mild (Score 0-7) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 18M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1732","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (18M)","IPSS: Mild (Score 0-7) | SHIM: Mild ED (Score 17-21)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via NHS App Integration for 18M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Mild ED (Score 17-21))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Low-dose PDE5i on-demand; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
"SCN-1733","2. Digital Patient Portal & PROMs","Longitudinal Functional PROM Assessment (18M)","IPSS: Mild (Score 0-7) | SHIM: Moderate ED (Score 12-16)","Patient / Specialist Nurse","Patient receives NHS Notify invitation via Patient Magic Link SMS for 18M follow-up window","Patient authenticates via magic token and submits IPSS questionnaire (Mild (Score 0-7)), Continence (Dry (0 pads/day)), and SHIM (Moderate ED (Score 12-16))","Instant score derivation; IPSS Bother: Delighted/Pleased (0-1); Rehab pathway triggered: Daily Tadalafil 5mg + Vacuum Erection Device; Syncs directly with clinician timeline.","ICHOM Localized Prostate Cancer Standard Set & NHS PROMs Guidelines","Medium"
